Path,Extension,TopLevelArea,LineCount,NonblankNoncommentLineCount,Category,CurrentRole,MainLine,DirectCallers,DynamicCallRisk,TestCoverage,DocumentationReferences,Decision,TargetPathOrReplacement,Risk,RequiredValidation,Evidence,Notes
models/mrlfe/results/mrlfeBuildResult.m,.m,models,95,84,main production line,"public API or production solver helper",1,analysis/repository_audit/buildRepositoryDensityAudit.m;models/mrlfe/api/mrlfeSolve.m;tests/runners/run_mrlfe_public_contract_tests.m,explicit dynamic reference,tests/runners/run_mrlfe_public_contract_tests.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md,refactor,stable public diagnostics plus explicit debug-only raw internals,high,"public contract, production core, quick smoke",git-tracked; exact token callers=3; test references=1; documentation references=4,"Current public result exposes the complete raw internal result and RL seed result."
models/mrlfe/solvers/mrlfeSolveBranch.m,.m,models,13,11,main production line,"public API or production solver helper",1,models/mrlfe/api/mrlfeSolve.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,none found,tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/validation/mrlfe_legacy_route_inventory.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=1; documentation references=7,""
models/mrlfe/solvers/mrlfeSolveElasticBranch.m,.m,models,41,35,main production line,"public API or production solver helper",1,models/mrlfe/solvers/mrlfeSolveBranch.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,none found,tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_legacy_route_inventory.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=1; documentation references=6,""
models/mrlfe/solvers/mrlfeSolveViscoelasticBranch.m,.m,models,85,76,main production line,"public API or production solver helper",1,models/mrlfe/solvers/mrlfeSolveBranch.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,none found,tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_legacy_route_inventory.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=1; documentation references=6,""
models/mrlfe/solvers/refineMRLFEComplexKRoot.m,.m,models,98,75,main production line,"public API or production solver helper",1,models/mrlfe/solvers/solveMRLFEBranch.m,none found,,,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=1; test references=0; documentation references=0,""
models/mrlfe/solvers/refineMRLFERealKRoot.m,.m,models,224,191,main production line,"public API or production solver helper",1,models/mrlfe/solvers/solveMRLFEBranch.m,none found,,,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=1; test references=0; documentation references=0,""
models/mrlfe/solvers/solveMRLFEBranch.m,.m,models,231,204,apparently orphaned,"superseded pre-production branch tracker",0,analysis/repository_audit/buildRepositoryDensityAudit.m,explicit dynamic reference,,docs/project/active_context.md;docs/project/session_handoff.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md,delete,models/mrlfe/tracking/mrlfeTrackBranchAdaptive.m,medium,"absence check, public/core/smoke suites, startup which check",git-tracked; exact token callers=1; test references=0; documentation references=5,"No exact executable caller or dynamic reference; history ends in 2026-06-13 staging commit."
models/mrlfe/tracking/mrlfeBuildSeed.m,.m,models,99,88,main production line,"public API or production solver helper",1,models/mrlfe/solvers/mrlfeSolveElasticBranch.m;models/mrlfe/solvers/mrlfeSolveViscoelasticBranch.m;models/mrlfe/tracking/mrlfeTrackBranchRobustStart.m;tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,none found,tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=5; test references=2; documentation references=5,""
models/mrlfe/tracking/mrlfeTrackBranchAdaptive.m,.m,models,378,336,main production line,"public API or production solver helper",1,analysis/repository_audit/buildRepositoryDensityAudit.m;models/mrlfe/tracking/mrlfeTrackBranchRobustStart.m;tests/app/fitting/test_mrlfe_fit_uses_public_solver.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/app/sweeps/test_mrlfe_sweep_uses_public_solver.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,explicit dynamic reference,tests/app/fitting/test_mrlfe_fit_uses_public_solver.m;tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m;tests/app/sweeps/test_mrlfe_sweep_uses_public_solver.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_production_core_contract.m,docs/models/mrlfe/production_core.md;docs/models/mrlfe/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_legacy_route_inventory.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=7; test references=5; documentation references=6,""
models/mrlfe/tracking/mrlfeTrackBranchRobustStart.m,.m,models,196,163,main production line,"public API or production solver helper",1,models/mrlfe/solvers/mrlfeSolveElasticBranch.m;models/mrlfe/solvers/mrlfeSolveViscoelasticBranch.m,none found,,docs/repository/mrlfe_line_and_repository_density_audit.md;docs/validation/mrlfe_robust_start.md,retain,,high,"public contract, production core, quick smoke",git-tracked; exact token callers=2; test references=0; documentation references=2,""
models/rayleigh_lamb/core/rlComputeFundamentalLambModes.m,.m,models,252,218,legacy/compatibility,"RL compatibility host for mRLFE model aliases",1,analysis/mrlfe/compareMRLFETrackingStrategies.m;analysis/performance/run_execution_profile_benchmark.m;analysis/performance/run_execution_profile_regression_smoke.m;analysis/repository_audit/buildRepositoryDensityAudit.m;analysis/runParametricSweep.m;analysis/test_inventory/buildTestInventory.m;app/adapters/guiRunRayleighLambModel.m;examples/mrlfe/basic/compare_mrlfe_elastic_vs_visco_cp.m;examples/mrlfe/basic/run_mrlfe_prototype.m;examples/mrlfe/diagnostics/compare_mrlfe_tracker_vs_condition_peaks.m;examples/mrlfe/diagnostics/diagnose_mrlfe_gui_performance_32kHz.m;examples/mrlfe/diagnostics/diagnose_mrlfe_visco_residual_landscape.m;examples/mrlfe/diagnostics/diagnose_mrlfe_visco_validity_breakdown.m;examples/mrlfe/diagnostics/stress_test_mrlfe_real_k_range.m;examples/rayleigh_lamb/basic/run_default_A0.m;examples/rayleigh_lamb/basic/run_default_A0_S0.m;examples/rayleigh_lamb/validation/check_default_outputs.m;models/mrlfe/core/mrlfeBuildProblem.m;models/rayleigh_lamb/core/rlDefaultOptions.m;tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/models/rayleigh_lamb/test_rl_fit_evaluator_branch_consistency.m;tests/runners/run_core_smoke_tests.m;tests/shared/regression/test_lightweight_numerical_regression.m,explicit dynamic reference,tests/app/execution_profiles/test_execution_profile_surface_metadata.m;tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/models/mrlfe/test_mrlfe_smoke.m;tests/models/mrlfe/test_mrlfe_tracking_quality_summary.m;tests/models/mrlfe/test_mrlfe_viscous_default_internal_tracking_grid.m;tests/models/rayleigh_lamb/test_rl_fit_evaluator_branch_consistency.m;tests/runners/run_core_smoke_tests.m;tests/shared/regression/test_lightweight_numerical_regression.m,docs/architecture/execution_profiles_dependency_map.md;docs/archive/fitting_phases/fitting_phase11_status.md;docs/models/rayleigh_lamb/overview.md;docs/models/rayleigh_lamb/public_api.md;docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/test_baseline_failure_diagnosis.md,refactor,consume stable public result adapter instead of rawInternalResult,high,"RL/mRLFE smoke and compatibility result tests",git-tracked; exact token callers=33; test references=14; documentation references=7,""
tests/app/execution_profiles/test_mrlfe_execution_profile_benchmark_contract.m,.m,tests,60,53,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_execution_profile_diagnostics_tests.m,none found,tests/runners/run_execution_profile_diagnostics_tests.m,docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_audit_brief.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=4,""
tests/app/fitting/test_gui_mrlfe_fit_full_curve_fast_contract.m,.m,tests,71,61,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_gui_extended_tests.m,none found,tests/runners/run_gui_extended_tests.m,docs/models/mrlfe/docs_cleanup_audit.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/workflows/gui/mrlfe_atlas_policy_integration.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=5,""
tests/app/fitting/test_gui_mrlfe_fit_route_policy_contract.m,.m,tests,102,86,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_gui_extended_tests.m,none found,tests/runners/run_gui_extended_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/workflows/gui/mrlfe_atlas_policy_integration.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=4,""
tests/app/fitting/test_gui_mrlfe_fixed_etaS_fit_contract.m,.m,tests,57,48,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_gui_extended_tests.m,none found,tests/runners/run_gui_extended_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/workflows/gui/mrlfe_atlas_policy_integration.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=4,""
tests/app/fitting/test_mrlfe_fit_grid_policy_performance.m,.m,tests,89,74,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_performance_and_benchmark_tests.m,none found,tests/runners/run_performance_and_benchmark_tests.m,docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=4,""
tests/app/fitting/test_mrlfe_fit_public_solver_characterization.m,.m,tests,87,75,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_fit_public_solver_tests.m,none found,tests/runners/run_mrlfe_fit_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=3,""
tests/app/fitting/test_mrlfe_fit_public_solver_parameter_regression.m,.m,tests,127,113,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_fit_public_solver_tests.m,none found,tests/runners/run_mrlfe_fit_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=3,""
tests/app/fitting/test_mrlfe_fit_uses_public_solver.m,.m,tests,45,38,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_fit_public_solver_tests.m,none found,tests/runners/run_mrlfe_fit_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/test_suite_runtime_evidence.md;tests/README.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=4,""
tests/app/gui/test_mrlfe_main_gui_characterization.m,.m,tests,83,72,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_main_gui_public_solver_tests.m,none found,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=4,""
tests/app/gui/test_mrlfe_main_gui_consumer_equivalence.m,.m,tests,99,86,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,none found,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=2,""
tests/app/gui/test_mrlfe_main_gui_result_contract.m,.m,tests,76,67,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,none found,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md;docs/repository/validation_status.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=3,""
tests/app/gui/test_mrlfe_main_gui_uses_public_solver.m,.m,tests,70,61,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,none found,tests/runners/run_mrlfe_main_gui_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=3,""
tests/app/sweeps/test_mrlfe_sweep_metadata_and_mapping.m,.m,tests,93,81,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,none found,tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=2,""
tests/app/sweeps/test_mrlfe_sweep_point_characterization.m,.m,tests,86,74,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,none found,tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=1; documentation references=4,""
tests/app/sweeps/test_mrlfe_sweep_uses_public_solver.m,.m,tests,73,67,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,none found,tests/runners/run_mrlfe_sweeptool_public_solver_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=3,""
tests/models/mrlfe/test_mrlfe_diagnostic_material_sweep_contract.m,.m,tests,36,28,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_diagnostic_material_sweep_contract.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m,.m,tests,80,64,tests and runners,"mRLFE contract or integration coverage",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_elastic_reference_buffer.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=3; documentation references=3,""
tests/models/mrlfe/test_mrlfe_etaS_fit_forward_cache.m,.m,tests,66,58,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_fitting_regression_tests.m,none found,tests/runners/run_mrlfe_fitting_regression_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=4,""
tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m,.m,tests,54,44,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_etaS_zero_diagnostic_selection.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m,.m,tests,58,45,tests and runners,"mRLFE contract or integration coverage",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_etaS_zero_limit.m;tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=3; documentation references=3,""
tests/models/mrlfe/test_mrlfe_fit_fast_options_quality.m,.m,tests,148,130,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_fitting_regression_tests.m,none found,tests/runners/run_mrlfe_fitting_regression_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=4,""
tests/models/mrlfe/test_mrlfe_fit_frequency_grid_contract.m,.m,tests,34,29,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_fit_public_solver_tests.m,none found,tests/runners/run_mrlfe_fit_public_solver_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_fit_synthetic_A0Like.m,.m,tests,51,42,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_core_numerical_regression_tests.m,none found,tests/runners/run_core_numerical_regression_tests.m,docs/archive/fitting_phases/fitting_phase5_status.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=4,""
tests/models/mrlfe/test_mrlfe_internal_grid_quality_guard.m,.m,tests,55,40,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_internal_grid_quality_guard.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=3,""
tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m,.m,tests,54,43,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_internal_tracking_grid.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m,.m,tests,73,58,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_internal_tracking_grid_with_buffer.m;tests/runners/run_mrlfe_smoke_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_legacy_cleanup_characterization.m,.m,tests,87,72,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_legacy_cleanup_tests.m,none found,tests/runners/run_mrlfe_legacy_cleanup_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=4,""
tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m,.m,tests,152,133,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_smoke_tests.m,none found,tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/matlab_dependency_audit.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=5,""
tests/models/mrlfe/test_mrlfe_model_candidate_names.m,.m,tests,57,45,tests and runners,"mRLFE contract or integration coverage",0,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/runners/run_mrlfe_smoke_tests.m,none found,tests/models/mrlfe/test_mrlfe_maintained_entrypoints_naming.m;tests/models/mrlfe/test_mrlfe_model_candidate_names.m;tests/runners/run_mrlfe_smoke_tests.m,docs/models/mrlfe/archive/pending_cleanup.md;docs/repository/maintained_entrypoints.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=3; documentation references=3,""
tests/models/mrlfe/test_mrlfe_neutral_seed_contract.m,.m,tests,42,37,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_neutral_production_helper_tests.m,none found,tests/runners/run_mrlfe_neutral_production_helper_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_neutral_tracker_termination_contract.m,.m,tests,62,54,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_neutral_production_helper_tests.m,none found,tests/runners/run_mrlfe_neutral_production_helper_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_no_historical_production_dependencies.m,.m,tests,40,34,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_neutral_production_helper_tests.m,none found,tests/runners/run_mrlfe_neutral_production_helper_tests.m,docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=1,""
tests/models/mrlfe/test_mrlfe_no_legacy_route_flags.m,.m,tests,39,34,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_legacy_cleanup_tests.m,none found,tests/runners/run_mrlfe_legacy_cleanup_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=4,""
tests/models/mrlfe/test_mrlfe_no_legacy_routes.m,.m,tests,55,49,tests and runners,"mRLFE contract or integration coverage",0,tests/runners/run_mrlfe_legacy_cleanup_tests.m,none found,tests/runners/run_mrlfe_legacy_cleanup_tests.m,docs/repository/maintained_entrypoints.md;docs/repository/mrlfe_line_and_repository_density_audit.md;docs/repository/repository_cleanup_audit_2026-07-14.md;docs/repository/repository_cleanup_phase1_report.md;docs/repository/test_suite_runtime_evidence.md;docs/validation/mrlfe_legacy_route_inventory.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=1; test references=1; documentation references=6,""
tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m,.m,tests,92,78,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;tests/runners/run_mrlfe_production_core_contract_tests.m,none found,tests/models/mrlfe/test_mrlfe_numerical_preset_grids.m;tests/runners/run_mrlfe_production_core_contract_tests.m,docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=2; test references=2; documentation references=2,""
tests/models/mrlfe/test_mrlfe_production_core_characterization.m,.m,tests,66,58,tests and runners,"mRLFE contract or integration coverage",0,analysis/test_inventory/buildTestOwnership.m;analysis/test_inventory/runtime_measurement_plan.m;tests/runners/run_mrlfe_production_core_extended_tests.m,none found,tests/runners/run_mrlfe_production_core_extended_tests.m,docs/repository/test_runner_ownership.md;docs/repository/test_suite_audit.md;docs/repository/test_suite_runtime_evidence.md,retain,,low,"canonical owner and inventory validation",git-tracked; exact token callers=3; test references=1; documentation references=3,""
